1;Bilbao;Bizkaia
2;Getxo;Bizkaia
3;Barakaldo;Bizkaia
4;Portugalete;Bizkaia
5;Sestao;Bizkaia
6;Amorebieta;Bizkaia
7;Durango;Bizkaia
8;Ermua;Bizkaia
